Group,ID,List,Target,RT,RT_log,Relation_type,Branching,accuracy
L1,L1_01,A,unawareness,603,6.4019,Unrelated,Left,correct
L1,L1_01,A,unholiness,739,6.6053,Constituent,Left,correct
L1,L1_01,A,unhappiness,370,5.9135,Unrelated,Left,correct
L1,L1_01,A,unsharpness,821,6.7105,Constituent,Left,correct
L1,L1_01,A,unripeness,1035,6.9422,Unrelated,Left,incorrect
L1,L1_01,A,undeniable,833,6.725,Unrelated,Right,correct
L1,L1_01,A,unskillful,740,6.6067,Constituent,Right,correct
L1,L1_01,A,unkindness,498,6.2106,NonConstituent,Left,correct
L1,L1_01,A,unwariness,1133,7.0326,NonConstituent,Left,correct
L1,L1_01,A,unclearness,513,6.2403,Constituent,Left,correct
L1,L1_01,A,unreadable,665,6.4998,Unrelated,Right,correct
L1,L1_01,A,reobtainable,964,6.8711,NonConstituent,Left,incorrect
L1,L1_01,A,resealable,709,6.5639,Unrelated,Left,correct
L1,L1_01,A,untruthful,527,6.2672,Constituent,Right,correct
L1,L1_01,A,unavoidable,1026,6.9334,Unrelated,Right,correct
L1,L1_01,A,untouchable,502,6.2186,Constituent,Right,correct
L1,L1_01,A,unmovable,527,6.2672,Constituent,Right,correct
L1,L1_01,A,ungraceful,470,6.1527,Constituent,Right,correct
L1,L1_01,A,uneventful,631,6.4473,Unrelated,Right,correct
L1,L1_01,A,unthankful,539,6.2897,Unrelated,Right,correct
L1,L1_01,A,recomputable,1154,7.051,Unrelated,Left,incorrect
L1,L1_01,A,readjustable,605,6.4052,Unrelated,Left,correct
L1,L1_01,A,reattachable,694,6.5425,Constituent,Left,correct
L1,L1_01,A,resellable,635,6.4536,Constituent,Left,correct
L1,L1_01,A,unresentful,689,6.5352,Unrelated,Right,correct
L1,L1_01,A,unbreakable,538,6.2879,Constituent,Right,correct
L1,L1_01,A,reclosable,677,6.5177,NonConstituent,Left,correct
L1,L1_01,A,uncleverness,872,6.7708,NonConstituent,Left,correct
L1,L1_01,A,reusable,581,6.3648,NonConstituent,Left,correct
L1,L1_01,A,rehydratable,548,6.3063,Constituent,Left,correct
L1,L1_02,B,unreadable,1015,6.9226,Unrelated,Right,correct
L1,L1_02,B,unwariness,678,6.5191,Unrelated,Left,incorrect
L1,L1_02,B,undeniable,915,6.8189,Unrelated,Right,correct
L1,L1_02,B,readjustable,957,6.8638,Constituent,Left,incorrect
L1,L1_02,B,unsharpness,705,6.5582,NonConstituent,Left,correct
L1,L1_02,B,uneventful,731,6.5944,Unrelated,Right,correct
L1,L1_02,B,ungraceful,667,6.5028,Constituent,Right,correct
L1,L1_02,B,unthankful,602,6.4003,Unrelated,Right,correct
L1,L1_02,B,rehydratable,1107,7.0094,NonConstituent,Left,incorrect
L1,L1_02,B,unmovable,767,6.6425,Constituent,Right,correct
L1,L1_02,B,resealable,871,6.7696,Constituent,Left,correct
L1,L1_02,B,unawareness,544,6.2989,Constituent,Left,correct
L1,L1_02,B,unripeness,774,6.6516,Constituent,Left,correct
L1,L1_02,B,resellable,1592,7.3727,NonConstituent,Left,correct
L1,L1_02,B,uncleverness,1055,6.9613,Unrelated,Left,correct
L1,L1_02,B,reobtainable,693,6.541,Unrelated,Left,incorrect
L1,L1_02,B,untouchable,607,6.4085,Constituent,Right,correct
L1,L1_02,B,reclosable,855,6.7511,Unrelated,Left,correct
L1,L1_02,B,untruthful,644,6.4677,Constituent,Right,correct
L1,L1_02,B,unholiness,997,6.9048,NonConstituent,Left,correct
L1,L1_02,B,unclearness,1147,7.0449,NonConstituent,Left,correct
L1,L1_02,B,unavoidable,970,6.8773,Unrelated,Right,correct
L1,L1_02,B,unresentful,1218,7.105,Unrelated,Right,incorrect
L1,L1_02,B,reusable,845,6.7393,Unrelated,Left,correct
L1,L1_02,B,unbreakable,685,6.5294,Constituent,Right,correct
L1,L1_02,B,unkindness,724,6.5848,Unrelated,Left,correct
L1,L1_02,B,unskillful,663,6.4968,Constituent,Right,correct
L1,L1_02,B,unhappiness,530,6.2729,Constituent,Left,correct
L1,L1_02,B,recomputable,816,6.7044,Constituent,Left,correct
L1,L1_02,B,reattachable,893,6.7946,NonConstituent,Left,correct
L1,L1_03,C,unholiness,860,6.7569,Unrelated,Left,correct
L1,L1_03,C,unbreakable,695,6.5439,Constituent,Right,correct
L1,L1_03,C,unwariness,1117,7.0184,Constituent,Left,correct
L1,L1_03,C,unkindness,986,6.8937,Constituent,Left,correct
L1,L1_03,C,untouchable,898,6.8002,Constituent,Right,correct
L1,L1_03,C,unsharpness,810,6.697,Unrelated,Left,correct
L1,L1_03,C,unhappiness,599,6.3953,NonConstituent,Left,correct
L1,L1_03,C,reattachable,927,6.832,Unrelated,Left,correct
L1,L1_03,C,recomputable,1407,7.2492,NonConstituent,Left,correct
L1,L1_03,C,reusable,653,6.4816,Constituent,Left,correct
L1,L1_03,C,resealable,848,6.7429,NonConstituent,Left,correct
L1,L1_03,C,unawareness,551,6.3117,NonConstituent,Left,correct
L1,L1_03,C,rehydratable,642,6.4646,Unrelated,Left,incorrect
L1,L1_03,C,reclosable,886,6.7867,Constituent,Left,correct
L1,L1_03,C,unresentful,799,6.6834,Unrelated,Right,correct
L1,L1_03,C,unripeness,1024,6.9315,NonConstituent,Left,correct
L1,L1_03,C,unmovable,624,6.4362,Constituent,Right,correct
L1,L1_03,C,resellable,673,6.5117,Unrelated,Left,correct
L1,L1_03,C,untruthful,681,6.5236,Constituent,Right,correct
L1,L1_03,C,unavoidable,672,6.5103,Unrelated,Right,correct
L1,L1_03,C,uneventful,654,6.4831,Unrelated,Right,incorrect
L1,L1_03,C,ungraceful,734,6.5985,Constituent,Right,correct
L1,L1_03,C,unclearness,744,6.612,Unrelated,Left,correct
L1,L1_03,C,readjustable,680,6.5221,NonConstituent,Left,correct
L1,L1_03,C,uncleverness,974,6.8814,Constituent,Left,correct
L1,L1_03,C,undeniable,849,6.7441,Unrelated,Right,correct
L1,L1_03,C,reobtainable,818,6.7069,Constituent,Left,correct
L1,L1_03,C,unreadable,653,6.4816,Unrelated,Right,correct
L1,L1_03,C,unthankful,610,6.4135,Unrelated,Right,correct
L1,L1_03,C,unskillful,662,6.4953,Constituent,Right,correct
L1,L1_05,E,unthankful,679,6.5206,Constituent,Right,correct
L1,L1_05,E,resealable,754,6.6254,Constituent,Left,correct
L1,L1_05,E,reclosable,924,6.8287,Unrelated,Left,incorrect
L1,L1_05,E,unkindness,1029,6.9363,Unrelated,Left,incorrect
L1,L1_05,E,unavoidable,597,6.3919,Constituent,Right,correct
L1,L1_05,E,resellable,1133,7.0326,NonConstituent,Left,correct
L1,L1_05,E,unripeness,1291,7.1632,Constituent,Left,correct
L1,L1_05,E,reobtainable,1315,7.1816,Unrelated,Left,correct
L1,L1_05,E,recomputable,1288,7.1608,Constituent,Left,correct
L1,L1_05,E,unsharpness,839,6.7322,NonConstituent,Left,incorrect
L1,L1_05,E,unholiness,1002,6.9098,NonConstituent,Left,correct
L1,L1_05,E,ungraceful,1060,6.966,Unrelated,Right,correct
L1,L1_05,E,readjustable,924,6.8287,Constituent,Left,incorrect
L1,L1_05,E,unskillful,890,6.7912,Unrelated,Right,correct
L1,L1_05,E,unresentful,914,6.8178,Constituent,Right,incorrect
L1,L1_05,E,untruthful,687,6.5323,Unrelated,Right,correct
L1,L1_05,E,unmovable,1010,6.9177,Unrelated,Right,correct
L1,L1_05,E,unwariness,1002,6.9098,Unrelated,Left,incorrect
L1,L1_05,E,unawareness,1133,7.0326,Constituent,Left,correct
L1,L1_05,E,uneventful,546,6.3026,Constituent,Right,correct
L1,L1_05,E,unclearness,991,6.8987,NonConstituent,Left,incorrect
L1,L1_05,E,reusable,838,6.731,Unrelated,Left,correct
L1,L1_05,E,untouchable,761,6.6346,Unrelated,Right,correct
L1,L1_05,E,uncleverness,1246,7.1277,Unrelated,Left,incorrect
L1,L1_05,E,unreadable,1174,7.0682,Constituent,Right,correct
L1,L1_05,E,rehydratable,943,6.8491,NonConstituent,Left,incorrect
L1,L1_05,E,unhappiness,973,6.8804,Constituent,Left,correct
L1,L1_05,E,unbreakable,763,6.6373,Unrelated,Right,correct
L1,L1_05,E,undeniable,629,6.4441,Constituent,Right,correct
L1,L1_05,E,reattachable,1462,7.2876,NonConstituent,Left,correct
L1,L1_06,F,unbreakable,638,6.4583,Unrelated,Right,correct
L1,L1_06,F,unreadable,592,6.3835,Constituent,Right,correct
L1,L1_06,F,unhappiness,600,6.3969,NonConstituent,Left,correct
L1,L1_06,F,readjustable,656,6.4862,NonConstituent,Left,correct
L1,L1_06,F,unripeness,972,6.8794,NonConstituent,Left,incorrect
L1,L1_06,F,recomputable,949,6.8554,NonConstituent,Left,correct
L1,L1_06,F,ungraceful,708,6.5624,Unrelated,Right,correct
L1,L1_06,F,unmovable,912,6.8156,Unrelated,Right,correct
L1,L1_06,F,uneventful,627,6.4409,Constituent,Right,correct
L1,L1_06,F,unclearness,518,6.25,Unrelated,Left,correct
L1,L1_06,F,resellable,620,6.4297,Unrelated,Left,incorrect
L1,L1_06,F,undeniable,766,6.6412,Constituent,Right,correct
L1,L1_06,F,reclosable,792,6.6746,Constituent,Left,incorrect
L1,L1_06,F,unskillful,689,6.5352,Unrelated,Right,correct
L1,L1_06,F,unkindness,1146,7.044,Constituent,Left,incorrect
L1,L1_06,F,reusable,528,6.2691,Constituent,Left,correct
L1,L1_06,F,unholiness,879,6.7788,Unrelated,Left,correct
L1,L1_06,F,unawareness,508,6.2305,NonConstituent,Left,correct
L1,L1_06,F,unwariness,708,6.5624,Constituent,Left,correct
L1,L1_06,F,rehydratable,872,6.7708,Unrelated,Left,correct
L1,L1_06,F,unresentful,581,6.3648,Constituent,Right,correct
L1,L1_06,F,unthankful,832,6.7238,Constituent,Right,correct
L1,L1_06,F,untruthful,572,6.3491,Unrelated,Right,correct
L1,L1_06,F,unsharpness,684,6.528,Unrelated,Left,correct
L1,L1_06,F,untouchable,702,6.5539,Unrelated,Right,correct
L1,L1_06,F,uncleverness,1010,6.9177,Constituent,Left,incorrect
L1,L1_06,F,reattachable,664,6.4983,Unrelated,Left,correct
L1,L1_06,F,reobtainable,636,6.4552,Constituent,Left,correct
L1,L1_06,F,unavoidable,566,6.3386,Constituent,Right,correct
L1,L1_06,F,resealable,886,6.7867,NonConstituent,Left,correct
L1,L1_07,A,reattachable,659,6.4907,Constituent,Left,correct
L1,L1_07,A,unclearness,828,6.719,Constituent,Left,correct
L1,L1_07,A,reusable,663,6.4968,NonConstituent,Left,correct
L1,L1_07,A,untruthful,576,6.3561,Constituent,Right,correct
L1,L1_07,A,ungraceful,1044,6.9508,Constituent,Right,correct
L1,L1_07,A,untouchable,645,6.4693,Constituent,Right,correct
L1,L1_07,A,undeniable,699,6.5497,Unrelated,Right,incorrect
L1,L1_07,A,resealable,947,6.8533,Unrelated,Left,correct
L1,L1_07,A,unhappiness,779,6.658,Unrelated,Left,correct
L1,L1_07,A,unresentful,700,6.5511,Unrelated,Right,correct
L1,L1_07,A,unskillful,1199,7.0892,Constituent,Right,correct
L1,L1_07,A,unsharpness,773,6.6503,Constituent,Left,correct
L1,L1_07,A,unavoidable,881,6.7811,Unrelated,Right,correct
L1,L1_07,A,uneventful,749,6.6187,Unrelated,Right,correct
L1,L1_07,A,unthankful,694,6.5425,Unrelated,Right,correct
L1,L1_07,A,reclosable,535,6.2823,NonConstituent,Left,incorrect
L1,L1_07,A,readjustable,744,6.612,Unrelated,Left,correct
L1,L1_07,A,unbreakable,561,6.3297,Constituent,Right,correct
L1,L1_07,A,unawareness,669,6.5058,Unrelated,Left,correct
L1,L1_07,A,uncleverness,677,6.5177,NonConstituent,Left,correct
L1,L1_07,A,unholiness,696,6.5453,Constituent,Left,correct
L1,L1_07,A,unripeness,1098,7.0012,Unrelated,Left,correct
L1,L1_07,A,unkindness,637,6.4568,NonConstituent,Left,correct
L1,L1_07,A,resellable,758,6.6307,Constituent,Left,correct
L1,L1_07,A,reobtainable,977,6.8845,NonConstituent,Left,correct
L1,L1_07,A,unreadable,705,6.5582,Unrelated,Right,correct
L1,L1_07,A,unwariness,829,6.7202,NonConstituent,Left,correct
L1,L1_07,A,rehydratable,1157,7.0536,Constituent,Left,correct
L1,L1_07,A,unmovable,603,6.4019,Constituent,Right,correct
L1,L1_07,A,recomputable,832,6.7238,Unrelated,Left,correct
L1,L1_08,B,unawareness,673,6.5117,Constituent,Left,correct
L1,L1_08,B,unmovable,731,6.5944,Constituent,Right,correct
L1,L1_08,B,resellable,672,6.5103,NonConstituent,Left,incorrect
L1,L1_08,B,reusable,743,6.6107,Unrelated,Left,correct
L1,L1_08,B,unsharpness,1004,6.9117,NonConstituent,Left,correct
L1,L1_08,B,uneventful,560,6.3279,Unrelated,Right,correct
L1,L1_08,B,untruthful,727,6.5889,Constituent,Right,correct
L1,L1_08,B,unthankful,974,6.8814,Unrelated,Right,correct
L1,L1_08,B,readjustable,731,6.5944,Constituent,Left,correct
L1,L1_08,B,unholiness,1212,7.1,NonConstituent,Left,correct
L1,L1_08,B,unresentful,728,6.5903,Unrelated,Right,correct
L1,L1_08,B,unavoidable,1002,6.9098,Unrelated,Right,correct
L1,L1_08,B,untouchable,749,6.6187,Constituent,Right,correct
L1,L1_08,B,rehydratable,922,6.8265,NonConstituent,Left,correct
L1,L1_08,B,reobtainable,1022,6.9295,Unrelated,Left,correct
L1,L1_08,B,unskillful,668,6.5043,Constituent,Right,correct
L1,L1_08,B,unhappiness,672,6.5103,Constituent,Left,correct
L1,L1_08,B,unkindness,618,6.4265,Unrelated,Left,correct
L1,L1_08,B,uncleverness,1014,6.9217,Unrelated,Left,correct
L1,L1_08,B,unripeness,876,6.7754,Constituent,Left,correct
L1,L1_08,B,unwariness,996,6.9037,Unrelated,Left,incorrect
L1,L1_08,B,undeniable,667,6.5028,Unrelated,Right,incorrect
L1,L1_08,B,reclosable,990,6.8977,Unrelated,Left,incorrect
L1,L1_08,B,unreadable,709,6.5639,Unrelated,Right,correct
L1,L1_08,B,ungraceful,573,6.3509,Constituent,Right,correct
L1,L1_08,B,unclearness,684,6.528,NonConstituent,Left,correct
L1,L1_08,B,unbreakable,879,6.7788,Constituent,Right,correct
L1,L1_08,B,resealable,636,6.4552,Constituent,Left,correct
L1,L1_08,B,recomputable,855,6.7511,Constituent,Left,correct
L1,L1_08,B,reattachable,784,6.6644,NonConstituent,Left,correct
L1,L1_09,C,unreadable,639,6.4599,Unrelated,Right,correct
L1,L1_09,C,readjustable,1401,7.2449,NonConstituent,Left,correct
L1,L1_09,C,unwariness,862,6.7593,Constituent,Left,correct
L1,L1_09,C,unholiness,719,6.5779,Unrelated,Left,correct
L1,L1_09,C,unsharpness,877,6.7765,Unrelated,Left,correct
L1,L1_09,C,unthankful,883,6.7833,Unrelated,Right,correct
L1,L1_09,C,unskillful,529,6.271,Constituent,Right,correct
L1,L1_09,C,unavoidable,684,6.528,Unrelated,Right,correct
L1,L1_09,C,resealable,902,6.8046,NonConstituent,Left,correct
L1,L1_09,C,unbreakable,656,6.4862,Constituent,Right,correct
L1,L1_09,C,unresentful,855,6.7511,Unrelated,Right,correct
L1,L1_09,C,reusable,423,6.0474,Constituent,Left,correct
L1,L1_09,C,ungraceful,290,5.6699,Constituent,Right,correct
L1,L1_09,C,untouchable,619,6.4281,Constituent,Right,correct
L1,L1_09,C,uneventful,706,6.5596,Unrelated,Right,correct
L1,L1_09,C,reattachable,693,6.541,Unrelated,Left,correct
L1,L1_09,C,unmovable,690,6.5367,Constituent,Right,correct
L1,L1_09,C,reobtainable,1154,7.051,Constituent,Left,correct
L1,L1_09,C,untruthful,722,6.582,Constituent,Right,correct
L1,L1_09,C,unkindness,377,5.9322,Constituent,Left,correct
L1,L1_09,C,rehydratable,495,6.2046,Unrelated,Left,incorrect
L1,L1_09,C,unawareness,497,6.2086,NonConstituent,Left,correct
L1,L1_09,C,reclosable,365,5.8999,Constituent,Left,correct
L1,L1_09,C,undeniable,782,6.6619,Unrelated,Right,correct
L1,L1_09,C,unclearness,639,6.4599,Unrelated,Left,correct
L1,L1_09,C,uncleverness,1029,6.9363,Constituent,Left,correct
L1,L1_09,C,resellable,922,6.8265,Unrelated,Left,correct
L1,L1_09,C,unhappiness,511,6.2364,NonConstituent,Left,correct
L1,L1_09,C,recomputable,701,6.5525,NonConstituent,Left,correct
L1,L1_09,C,unripeness,691,6.5381,NonConstituent,Left,correct
L1,L1_10,D,reattachable,1304,7.1732,Constituent,Left,correct
L1,L1_10,D,uneventful,1316,7.1824,Constituent,Right,correct
L1,L1_10,D,undeniable,0,NA,Constituent,Right,incorrect
L1,L1_10,D,untouchable,955,6.8617,Unrelated,Right,correct
L1,L1_10,D,unwariness,1292,7.1639,NonConstituent,Left,incorrect
L1,L1_10,D,unbreakable,1062,6.9679,Unrelated,Right,correct
L1,L1_10,D,unsharpness,0,NA,Constituent,Left,incorrect
L1,L1_10,D,unripeness,794,6.6771,Unrelated,Left,incorrect
L1,L1_10,D,untruthful,1493,7.3085,Unrelated,Right,correct
L1,L1_10,D,recomputable,1738,7.4605,Unrelated,Left,correct
L1,L1_10,D,unresentful,1334,7.1959,Constituent,Right,correct
L1,L1_10,D,reusable,755,6.6267,NonConstituent,Left,correct
L1,L1_10,D,unkindness,784,6.6644,NonConstituent,Left,correct
L1,L1_10,D,resealable,0,NA,Unrelated,Left,incorrect
L1,L1_10,D,unholiness,1018,6.9256,Constituent,Left,correct
L1,L1_10,D,unhappiness,928,6.833,Unrelated,Left,correct
L1,L1_10,D,readjustable,1089,6.993,Unrelated,Left,correct
L1,L1_10,D,unawareness,793,6.6758,Unrelated,Left,correct
L1,L1_10,D,unthankful,899,6.8013,Constituent,Right,correct
L1,L1_10,D,unclearness,1035,6.9422,Constituent,Left,correct
L1,L1_10,D,ungraceful,1082,6.9866,Unrelated,Right,correct
L1,L1_10,D,reclosable,988,6.8957,NonConstituent,Left,correct
L1,L1_10,D,uncleverness,1812,7.5022,NonConstituent,Left,correct
L1,L1_10,D,rehydratable,0,NA,Constituent,Left,incorrect
L1,L1_10,D,unavoidable,667,6.5028,Constituent,Right,correct
L1,L1_10,D,resellable,804,6.6896,Constituent,Left,correct
L1,L1_10,D,unreadable,933,6.8384,Constituent,Right,correct
L1,L1_10,D,unskillful,945,6.8512,Unrelated,Right,correct
L1,L1_10,D,reobtainable,986,6.8937,NonConstituent,Left,incorrect
L1,L1_10,D,unmovable,868,6.7662,Unrelated,Right,correct
L1,L1_11,E,uncleverness,576,6.3561,Unrelated,Left,incorrect
L1,L1_11,E,resealable,489,6.1924,Constituent,Left,correct
L1,L1_11,E,reusable,471,6.1549,Unrelated,Left,correct
L1,L1_11,E,unclearness,743,6.6107,NonConstituent,Left,incorrect
L1,L1_11,E,unbreakable,506,6.2265,Unrelated,Right,correct
L1,L1_11,E,recomputable,565,6.3368,Constituent,Left,correct
L1,L1_11,E,unresentful,553,6.3154,Constituent,Right,incorrect
L1,L1_11,E,reattachable,579,6.3613,NonConstituent,Left,correct
L1,L1_11,E,undeniable,674,6.5132,Constituent,Right,incorrect
L1,L1_11,E,rehydratable,580,6.363,NonConstituent,Left,incorrect
L1,L1_11,E,unhappiness,440,6.0868,Constituent,Left,correct
L1,L1_11,E,unsharpness,546,6.3026,NonConstituent,Left,correct
L1,L1_11,E,unkindness,694,6.5425,Unrelated,Left,correct
L1,L1_11,E,readjustable,476,6.1654,Constituent,Left,correct
L1,L1_11,E,unreadable,625,6.4378,Constituent,Right,correct
L1,L1_11,E,unripeness,1177,7.0707,Constituent,Left,incorrect
L1,L1_11,E,unwariness,825,6.7154,Unrelated,Left,incorrect
L1,L1_11,E,unthankful,690,6.5367,Constituent,Right,correct
L1,L1_11,E,unmovable,649,6.4754,Unrelated,Right,correct
L1,L1_11,E,untouchable,527,6.2672,Unrelated,Right,correct
L1,L1_11,E,reclosable,654,6.4831,Unrelated,Left,correct
L1,L1_11,E,unskillful,564,6.3351,Unrelated,Right,correct
L1,L1_11,E,uneventful,737,6.6026,Constituent,Right,correct
L1,L1_11,E,unavoidable,981,6.8886,Constituent,Right,incorrect
L1,L1_11,E,reobtainable,729,6.5917,Unrelated,Left,correct
L1,L1_11,E,resellable,924,6.8287,NonConstituent,Left,incorrect
L1,L1_11,E,unawareness,514,6.2422,Constituent,Left,correct
L1,L1_11,E,untruthful,494,6.2025,Unrelated,Right,correct
L1,L1_11,E,unholiness,806,6.6921,NonConstituent,Left,correct
L1,L1_11,E,ungraceful,658,6.4892,Unrelated,Right,correct
L1,L1_12,F,unhappiness,0,NA,NonConstituent,Left,incorrect
L1,L1_12,F,unawareness,921,6.8255,NonConstituent,Left,correct
L1,L1_12,F,unholiness,1012,6.9197,Unrelated,Left,correct
L1,L1_12,F,ungraceful,928,6.833,Unrelated,Right,correct
L1,L1_12,F,untruthful,858,6.7546,Unrelated,Right,correct
L1,L1_12,F,unmovable,1099,7.0022,Unrelated,Right,correct
L1,L1_12,F,resellable,851,6.7464,Unrelated,Left,correct
L1,L1_12,F,unkindness,782,6.6619,Constituent,Left,correct
L1,L1_12,F,unavoidable,935,6.8405,Constituent,Right,correct
L1,L1_12,F,unresentful,1326,7.1899,Constituent,Right,correct
L1,L1_12,F,recomputable,1044,6.9508,NonConstituent,Left,correct
L1,L1_12,F,undeniable,808,6.6946,Constituent,Right,correct
L1,L1_12,F,uncleverness,940,6.8459,Constituent,Left,correct
L1,L1_12,F,reusable,813,6.7007,Constituent,Left,correct
L1,L1_12,F,readjustable,738,6.6039,NonConstituent,Left,correct
L1,L1_12,F,reobtainable,869,6.7673,Constituent,Left,correct
L1,L1_12,F,resealable,633,6.4505,NonConstituent,Left,correct
L1,L1_12,F,unwariness,1021,6.9285,Constituent,Left,correct
L1,L1_12,F,unskillful,1425,7.2619,Unrelated,Right,incorrect
L1,L1_12,F,reclosable,845,6.7393,Constituent,Left,correct
L1,L1_12,F,uneventful,742,6.6093,Constituent,Right,correct
L1,L1_12,F,unthankful,669,6.5058,Constituent,Right,correct
L1,L1_12,F,unclearness,1186,7.0783,Unrelated,Left,correct
L1,L1_12,F,unbreakable,718,6.5765,Unrelated,Right,correct
L1,L1_12,F,unripeness,1694,7.4348,NonConstituent,Left,incorrect
L1,L1_12,F,unsharpness,1517,7.3245,Unrelated,Left,incorrect
L1,L1_12,F,untouchable,669,6.5058,Unrelated,Right,correct
L1,L1_12,F,reattachable,749,6.6187,Unrelated,Left,correct
L1,L1_12,F,rehydratable,1088,6.9921,Unrelated,Left,incorrect
L1,L1_12,F,unreadable,927,6.832,Constituent,Right,correct
L1,L1_13,A,unresentful,470,6.1527,Unrelated,Right,correct
L1,L1_13,A,unkindness,457,6.1247,NonConstituent,Left,correct
L1,L1_13,A,unsharpness,566,6.3386,Constituent,Left,correct
L1,L1_13,A,reusable,541,6.2934,NonConstituent,Left,correct
L1,L1_13,A,unthankful,565,6.3368,Unrelated,Right,correct
L1,L1_13,A,unmovable,565,6.3368,Constituent,Right,correct
L1,L1_13,A,untouchable,521,6.2558,Constituent,Right,correct
L1,L1_13,A,unripeness,482,6.1779,Unrelated,Left,incorrect
L1,L1_13,A,unwariness,524,6.2615,NonConstituent,Left,correct
L1,L1_13,A,unholiness,677,6.5177,Constituent,Left,correct
L1,L1_13,A,unclearness,520,6.2538,Constituent,Left,correct
L1,L1_13,A,resellable,725,6.5862,Constituent,Left,incorrect
L1,L1_13,A,reobtainable,631,6.4473,NonConstituent,Left,incorrect
L1,L1_13,A,undeniable,498,6.2106,Unrelated,Right,correct
L1,L1_13,A,resealable,568,6.3421,Unrelated,Left,correct
L1,L1_13,A,reclosable,648,6.4739,NonConstituent,Left,correct
L1,L1_13,A,untruthful,404,6.0014,Constituent,Right,correct
L1,L1_13,A,ungraceful,431,6.0661,Constituent,Right,correct
L1,L1_13,A,reattachable,509,6.2324,Constituent,Left,correct
L1,L1_13,A,unawareness,611,6.4151,Unrelated,Left,correct
L1,L1_13,A,readjustable,563,6.3333,Unrelated,Left,correct
L1,L1_13,A,uncleverness,495,6.2046,NonConstituent,Left,correct
L1,L1_13,A,rehydratable,624,6.4362,Constituent,Left,correct
L1,L1_13,A,unhappiness,642,6.4646,Unrelated,Left,correct
L1,L1_13,A,unreadable,653,6.4816,Unrelated,Right,correct
L1,L1_13,A,recomputable,575,6.3544,Unrelated,Left,correct
L1,L1_13,A,unavoidable,711,6.5667,Unrelated,Right,correct
L1,L1_13,A,unbreakable,540,6.2916,Constituent,Right,correct
L1,L1_13,A,unskillful,486,6.1862,Constituent,Right,correct
L1,L1_13,A,uneventful,573,6.3509,Unrelated,Right,correct
L1,L1_14,B,uncleverness,1028,6.9354,Unrelated,Left,incorrect
L1,L1_14,B,unkindness,846,6.7405,Unrelated,Left,correct
L1,L1_14,B,unreadable,698,6.5482,Unrelated,Right,correct
L1,L1_14,B,untruthful,809,6.6958,Constituent,Right,correct
L1,L1_14,B,unthankful,888,6.789,Unrelated,Right,correct
L1,L1_14,B,unclearness,686,6.5309,NonConstituent,Left,correct
L1,L1_14,B,unholiness,566,6.3386,NonConstituent,Left,correct
L1,L1_14,B,undeniable,646,6.4708,Unrelated,Right,correct
L1,L1_14,B,resealable,863,6.7604,Constituent,Left,correct
L1,L1_14,B,recomputable,618,6.4265,Constituent,Left,correct
L1,L1_14,B,unavoidable,602,6.4003,Unrelated,Right,correct
L1,L1_14,B,unresentful,813,6.7007,Unrelated,Right,incorrect
L1,L1_14,B,unripeness,586,6.3733,Constituent,Left,correct
L1,L1_14,B,reattachable,881,6.7811,NonConstituent,Left,correct
L1,L1_14,B,readjustable,860,6.7569,Constituent,Left,incorrect
L1,L1_14,B,unsharpness,800,6.6846,NonConstituent,Left,correct
L1,L1_14,B,resellable,702,6.5539,NonConstituent,Left,correct
L1,L1_14,B,reclosable,911,6.8145,Unrelated,Left,correct
L1,L1_14,B,unskillful,500,6.2146,Constituent,Right,correct
L1,L1_14,B,uneventful,674,6.5132,Unrelated,Right,correct
L1,L1_14,B,reusable,585,6.3716,Unrelated,Left,correct
L1,L1_14,B,ungraceful,581,6.3648,Constituent,Right,correct
L1,L1_14,B,unmovable,591,6.3818,Constituent,Right,correct
L1,L1_14,B,reobtainable,601,6.3986,Unrelated,Left,incorrect
L1,L1_14,B,unawareness,597,6.3919,Constituent,Left,correct
L1,L1_14,B,unwariness,972,6.8794,Unrelated,Left,incorrect
L1,L1_14,B,untouchable,582,6.3665,Constituent,Right,correct
L1,L1_14,B,rehydratable,674,6.5132,NonConstituent,Left,correct
L1,L1_14,B,unbreakable,523,6.2596,Constituent,Right,correct
L1,L1_14,B,unhappiness,528,6.2691,Constituent,Left,correct
L1,L1_15,C,unripeness,1062,6.9679,NonConstituent,Left,incorrect
L1,L1_15,C,undeniable,794,6.6771,Unrelated,Right,correct
L1,L1_15,C,resealable,1090,6.9939,NonConstituent,Left,correct
L1,L1_15,C,resellable,1177,7.0707,Unrelated,Left,correct
L1,L1_15,C,unkindness,842,6.7358,Constituent,Left,correct
L1,L1_15,C,uneventful,751,6.6214,Unrelated,Right,correct
L1,L1_15,C,unthankful,1062,6.9679,Unrelated,Right,correct
L1,L1_15,C,unwariness,685,6.5294,Constituent,Left,correct
L1,L1_15,C,unbreakable,645,6.4693,Constituent,Right,correct
L1,L1_15,C,untruthful,649,6.4754,Constituent,Right,correct
L1,L1_15,C,unreadable,636,6.4552,Unrelated,Right,correct
L1,L1_15,C,untouchable,601,6.3986,Constituent,Right,correct
L1,L1_15,C,unholiness,1139,7.0379,Unrelated,Left,correct
L1,L1_15,C,reobtainable,855,6.7511,Constituent,Left,correct
L1,L1_15,C,unhappiness,1055,6.9613,NonConstituent,Left,correct
L1,L1_15,C,readjustable,796,6.6796,NonConstituent,Left,correct
